trial_id,optimizer_config__optimizer_params,optimizer_config__optimizer,model_config__virtual_batch_size,model_config__n_layers,model_config__k,model_config__dropout_rate,model_config__block_activation,model_config__abstlay_dim_2,model_config__abstlay_dim_1,model,loss_0,loss,accuracy,auroc,model_config__transformer_head_dim,model_config__transformer_activation,model_config__shared_embedding_fraction,model_config__share_embedding_strategy,model_config__share_embedding,model_config__num_heads,model_config__num_attn_blocks,model_config__input_embed_dim,model_config__ff_hidden_multiplier,model_config__ff_dropout,model_config__embedding_initialization,model_config__embedding_dropout,model_config__embedding_bias,model_config__attn_dropout,model_config__add_norm_dropout,model_config__use_batch_norm,model_config__initialization,model_config__has_residuals,model_config__embedding_dim,model_config__dropout,model_config__deep_layers,model_config__attn_embed_dim,model_config__attn_dropouts,model_config__attention_pooling,model_config__activation,model_config__n_steps,model_config__n_shared,model_config__n_independent,model_config__n_d,model_config__n_a,model_config__mask_type,model_config__gamma,model_config__batch_norm_continuous_input
84,{'weight_decay': 0.01},Adam,128.0,6.0,7.0,0.2,LeakyReLU,32.0,32.0,DANetModel,0.5913949012756348,0.5913949012756348,0.6779661178588867,0.6879699230194092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,{'weight_decay': 0.001},Adam,128.0,4.0,7.0,0.1,ReLU,128.0,64.0,DANetModel,0.6736146211624146,0.6736146211624146,0.6440678238868713,0.3471177816390991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,{'weight_decay': 0.01},AdamW,128.0,6.0,3.0,0.0,ReLU,32.0,16.0,DANetModel,0.6059415340423584,0.6059415340423584,0.694915235042572,0.6679197549819946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,{'weight_decay': 0.01},Adam,512.0,4.0,5.0,0.2,LeakyReLU,128.0,32.0,DANetModel,0.6543639898300171,0.6543639898300171,0.6440678238868713,0.5062656402587891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,{'weight_decay': 0.01},AdamW,256.0,4.0,3.0,0.2,ReLU,32.0,16.0,DANetModel,0.6454798579216003,0.6454798579216003,0.6440678238868713,0.5814536809921265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,{'weight_decay': 0.01},AdamW,256.0,8.0,5.0,0.0,ReLU,64.0,16.0,DANetModel,0.6491204500198364,0.6491204500198364,0.6440678238868713,0.5363408327102661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,{'weight_decay': 0.01},AdamW,512.0,4.0,3.0,0.2,LeakyReLU,128.0,32.0,DANetModel,0.6451036334037781,0.6451036334037781,0.6610169410705566,0.5062656402587891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,{'weight_decay': 0.001},Adam,128.0,4.0,5.0,0.2,LeakyReLU,32.0,64.0,DANetModel,0.6447733044624329,0.6447733044624329,0.6440678238868713,0.5588972568511963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,{'weight_decay': 0.01},Adam,256.0,6.0,5.0,0.1,LeakyReLU,32.0,32.0,DANetModel,0.6336487531661987,0.6336487531661987,0.6440678238868713,0.6516290903091431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,{'weight_decay': 0.01},Adam,256.0,4.0,7.0,0.0,ReLU,64.0,64.0,DANetModel,0.6506446599960327,0.6506446599960327,0.6440678238868713,0.5050125122070312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,{'weight_decay': 0.01},AdamW,512.0,6.0,7.0,0.1,GELU,128.0,32.0,DANetModel,0.6442850828170776,0.6442850828170776,0.6440678238868713,0.6441103219985962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,{'weight_decay': 0.001},AdamW,512.0,6.0,7.0,0.0,ReLU,32.0,16.0,DANetModel,0.6451583504676819,0.6451583504676819,0.6440678238868713,0.5476190447807312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,{'weight_decay': 0.001},AdamW,256.0,6.0,3.0,0.2,GELU,128.0,64.0,DANetModel,0.6822770833969116,0.6822770833969116,0.5932203531265259,0.5802006125450134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,{'weight_decay': 0.001},Adam,128.0,8.0,5.0,0.2,ReLU,128.0,16.0,DANetModel,0.4811852276325226,0.4811852276325226,0.7457627058029175,0.8245614171028137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,{'weight_decay': 0.01},Adam,512.0,4.0,5.0,0.2,GELU,32.0,64.0,DANetModel,0.6543932557106018,0.6543932557106018,0.6440678238868713,0.48120301961898804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,{'weight_decay': 0.01},AdamW,512.0,6.0,3.0,0.0,GELU,128.0,16.0,DANetModel,0.6425162553787231,0.6425162553787231,0.6440678238868713,0.6077694296836853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,{'weight_decay': 0.001},Adam,128.0,4.0,3.0,0.2,GELU,128.0,64.0,DANetModel,0.6683287620544434,0.6683287620544434,0.5762711763381958,0.5576441287994385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,{'weight_decay': 0.001},Adam,512.0,8.0,7.0,0.2,ReLU,32.0,16.0,DANetModel,0.646956205368042,0.646956205368042,0.6440678238868713,0.5614035129547119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,{'weight_decay': 0.01},Adam,256.0,6.0,7.0,0.0,GELU,32.0,16.0,DANetModel,0.6547559499740601,0.6547559499740601,0.6440678238868713,0.427318274974823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,{'weight_decay': 0.01},Adam,512.0,4.0,3.0,0.2,LeakyReLU,128.0,16.0,DANetModel,0.6506582498550415,0.6506582498550415,0.6440678238868713,0.5614035129547119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,{'weight_decay': 0.001},Adam,512.0,8.0,5.0,0.1,GELU,128.0,64.0,DANetModel,0.6489557027816772,0.6489557027816772,0.6440678238868713,0.5526316165924072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,{'weight_decay': 0.001},AdamW,512.0,8.0,3.0,0.1,LeakyReLU,128.0,64.0,DANetModel,0.5326204895973206,0.5326204895973206,0.7627118825912476,0.8182957172393799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,{'weight_decay': 0.001},AdamW,256.0,8.0,5.0,0.1,LeakyReLU,128.0,64.0,DANetModel,0.6442679166793823,0.6442679166793823,0.6440678238868713,0.5852131247520447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,{'weight_decay': 0.01},AdamW,512.0,6.0,3.0,0.2,ReLU,64.0,16.0,DANetModel,0.6345341205596924,0.6345341205596924,0.6440678238868713,0.6629072427749634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,{'weight_decay': 0.01},AdamW,128.0,8.0,3.0,0.2,GELU,32.0,32.0,DANetModel,0.6987254619598389,0.6987254619598389,0.47457626461982727,0.4523809254169464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,{'weight_decay': 0.01},Adam,128.0,6.0,5.0,0.1,LeakyReLU,32.0,32.0,DANetModel,0.6456674337387085,0.6456674337387085,0.6271186470985413,0.6065163016319275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,{'weight_decay': 0.001},AdamW,128.0,8.0,5.0,0.1,ReLU,32.0,32.0,DANetModel,0.6419728398323059,0.6419728398323059,0.6779661178588867,0.553884744644165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,{'weight_decay': 0.001},Adam,256.0,6.0,5.0,0.2,GELU,32.0,32.0,DANetModel,0.6437399387359619,0.6437399387359619,0.6440678238868713,0.5789474248886108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,{'weight_decay': 0.01},Adam,512.0,6.0,3.0,0.0,GELU,32.0,16.0,DANetModel,0.6428235769271851,0.6428235769271851,0.6440678238868713,0.6115288138389587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,{'weight_decay': 0.001},Adam,256.0,8.0,7.0,0.1,LeakyReLU,64.0,32.0,DANetModel,0.6431829333305359,0.6431829333305359,0.6440678238868713,0.5977444052696228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,{'weight_decay': 0.01},Adam,128.0,6.0,3.0,0.0,ReLU,128.0,32.0,DANetModel,0.5886750221252441,0.5886750221252441,0.694915235042572,0.7205513715744019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,{'weight_decay': 0.01},Adam,512.0,4.0,5.0,0.1,ReLU,64.0,64.0,DANetModel,0.670616626739502,0.670616626739502,0.6440678238868713,0.4799498915672302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,{'weight_decay': 0.01},AdamW,512.0,8.0,5.0,0.1,LeakyReLU,64.0,64.0,DANetModel,0.6386457681655884,0.6386457681655884,0.6440678238868713,0.6616541147232056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,{'weight_decay': 0.001},Adam,256.0,4.0,7.0,0.0,LeakyReLU,64.0,16.0,DANetModel,0.6449993848800659,0.6449993848800659,0.6440678238868713,0.5701754093170166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,{'weight_decay': 0.001},Adam,512.0,4.0,5.0,0.2,LeakyReLU,32.0,32.0,DANetModel,0.6346114277839661,0.6346114277839661,0.5762711763381958,0.5964912176132202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,{'weight_decay': 0.01},AdamW,256.0,8.0,7.0,0.2,LeakyReLU,64.0,64.0,DANetModel,0.6442246437072754,0.6442246437072754,0.6440678238868713,0.6278195381164551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,{'weight_decay': 0.01},AdamW,512.0,6.0,3.0,0.0,LeakyReLU,32.0,16.0,DANetModel,0.6338698863983154,0.6338698863983154,0.6440678238868713,0.7067668437957764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,{'weight_decay': 0.001},Adam,512.0,6.0,3.0,0.2,GELU,64.0,32.0,DANetModel,0.6666784882545471,0.6666784882545471,0.6440678238868713,0.39724308252334595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,{'weight_decay': 0.001},Adam,512.0,4.0,3.0,0.2,LeakyReLU,64.0,64.0,DANetModel,0.6449626088142395,0.6449626088142395,0.6440678238868713,0.5814536809921265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,{'weight_decay': 0.001},AdamW,512.0,8.0,5.0,0.0,GELU,64.0,32.0,DANetModel,0.6491793394088745,0.6491793394088745,0.6440678238868713,0.5451127886772156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,{'weight_decay': 0.01},AdamW,256.0,6.0,7.0,0.0,LeakyReLU,128.0,16.0,DANetModel,0.6496877670288086,0.6496877670288086,0.6440678238868713,0.5413533449172974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,{'weight_decay': 0.001},AdamW,512.0,6.0,5.0,0.1,LeakyReLU,64.0,32.0,DANetModel,0.6353906393051147,0.6353906393051147,0.6440678238868713,0.6491228342056274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,{'weight_decay': 0.01},Adam,256.0,4.0,7.0,0.0,GELU,128.0,32.0,DANetModel,0.6206020712852478,0.6206020712852478,0.6779661178588867,0.7005012035369873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,{'weight_decay': 0.001},Adam,128.0,6.0,7.0,0.1,LeakyReLU,32.0,32.0,DANetModel,0.6186522841453552,0.6186522841453552,0.6610169410705566,0.6165413856506348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,{'weight_decay': 0.001},AdamW,128.0,8.0,5.0,0.2,ReLU,128.0,16.0,DANetModel,0.6414616703987122,0.6414616703987122,0.6440678238868713,0.6203007698059082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,{'weight_decay': 0.001},AdamW,128.0,6.0,3.0,0.2,GELU,32.0,16.0,DANetModel,0.5081824660301208,0.5081824660301208,0.7288135886192322,0.8095238208770752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,{'weight_decay': 0.01},Adam,512.0,8.0,7.0,0.2,LeakyReLU,64.0,16.0,DANetModel,0.652589738368988,0.652589738368988,0.6440678238868713,0.5200501084327698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,{'weight_decay': 0.001},Adam,512.0,8.0,7.0,0.2,GELU,128.0,16.0,DANetModel,0.6242003440856934,0.6242003440856934,0.6440678238868713,0.6528822183609009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,{'weight_decay': 0.01},AdamW,128.0,6.0,3.0,0.2,LeakyReLU,32.0,16.0,DANetModel,0.6363853216171265,0.6363853216171265,0.6610169410705566,0.6491228342056274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,{'weight_decay': 0.01},Adam,256.0,4.0,7.0,0.2,ReLU,128.0,32.0,DANetModel,0.6556796431541443,0.6556796431541443,0.6440678238868713,0.5062656402587891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,{'weight_decay': 0.001},Adam,256.0,8.0,3.0,0.0,LeakyReLU,128.0,32.0,DANetModel,0.6407572031021118,0.6407572031021118,0.6440678238868713,0.6177945137023926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,{'weight_decay': 0.01},Adam,512.0,8.0,7.0,0.2,GELU,32.0,64.0,DANetModel,0.6918227672576904,0.6918227672576904,0.5932203531265259,0.523809552192688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,{'weight_decay': 0.001},Adam,128.0,4.0,3.0,0.1,ReLU,64.0,32.0,DANetModel,0.625180721282959,0.625180721282959,0.6779661178588867,0.6817042827606201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,{'weight_decay': 0.01},AdamW,256.0,6.0,3.0,0.0,ReLU,128.0,16.0,DANetModel,0.6464036703109741,0.6464036703109741,0.6440678238868713,0.5576441287994385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,{'weight_decay': 0.01},Adam,512.0,8.0,5.0,0.1,LeakyReLU,64.0,16.0,DANetModel,0.6860278248786926,0.6860278248786926,0.5254237055778503,0.6629072427749634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,{'weight_decay': 0.01},Adam,512.0,4.0,5.0,0.2,GELU,64.0,16.0,DANetModel,0.6479623317718506,0.6479623317718506,0.6440678238868713,0.5438596606254578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,{'weight_decay': 0.01},Adam,256.0,6.0,5.0,0.2,LeakyReLU,32.0,16.0,DANetModel,0.6376119256019592,0.6376119256019592,0.6440678238868713,0.6365914344787598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,{'weight_decay': 0.001},AdamW,512.0,8.0,7.0,0.2,LeakyReLU,32.0,16.0,DANetModel,0.6466498970985413,0.6466498970985413,0.6440678238868713,0.5977444052696228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,{'weight_decay': 0.01},Adam,128.0,4.0,7.0,0.1,GELU,32.0,16.0,DANetModel,0.6264582872390747,0.6264582872390747,0.6779661178588867,0.602756917476654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,{'weight_decay': 0.01},Adam,256.0,6.0,3.0,0.2,ReLU,128.0,32.0,DANetModel,0.6197308301925659,0.6197308301925659,0.6610169410705566,0.635338306427002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,{'weight_decay': 0.01},AdamW,128.0,6.0,3.0,0.1,GELU,128.0,32.0,DANetModel,0.5674027800559998,0.5674027800559998,0.6440678238868713,0.736842155456543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,{'weight_decay': 0.01},AdamW,128.0,8.0,3.0,0.0,LeakyReLU,64.0,16.0,DANetModel,0.6384246945381165,0.6384246945381165,0.6610169410705566,0.640350878238678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,{'weight_decay': 0.01},AdamW,256.0,4.0,7.0,0.2,LeakyReLU,64.0,32.0,DANetModel,0.6354500651359558,0.6354500651359558,0.6440678238868713,0.6453633904457092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,{'weight_decay': 0.01},Adam,512.0,8.0,3.0,0.0,LeakyReLU,64.0,16.0,DANetModel,0.6356606483459473,0.6356606483459473,0.6779661178588867,0.6115288734436035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,{'weight_decay': 0.001},Adam,128.0,8.0,3.0,0.1,GELU,64.0,64.0,DANetModel,0.6264063715934753,0.6264063715934753,0.6779661178588867,0.6591478586196899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,{'weight_decay': 0.01},AdamW,512.0,4.0,7.0,0.2,LeakyReLU,64.0,64.0,DANetModel,0.6408063173294067,0.6408063173294067,0.6440678238868713,0.6729322671890259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,{'weight_decay': 0.001},Adam,128.0,4.0,3.0,0.1,GELU,32.0,64.0,DANetModel,0.5971853137016296,0.5971853137016296,0.694915235042572,0.7017544507980347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,{'weight_decay': 0.01},Adam,128.0,4.0,5.0,0.0,LeakyReLU,32.0,64.0,DANetModel,0.5924938917160034,0.5924938917160034,0.694915235042572,0.713032603263855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,{'weight_decay': 0.001},AdamW,512.0,6.0,3.0,0.2,ReLU,32.0,16.0,DANetModel,0.5331268906593323,0.5331268906593323,0.7796609997749329,0.8170425891876221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,{'weight_decay': 0.001},Adam,128.0,8.0,7.0,0.1,ReLU,32.0,32.0,DANetModel,0.6097742915153503,0.6097742915153503,0.6440678238868713,0.6704260110855103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,{'weight_decay': 0.001},AdamW,512.0,4.0,3.0,0.2,ReLU,64.0,16.0,DANetModel,0.6743248701095581,0.6743248701095581,0.6440678238868713,0.5726816654205322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,{'weight_decay': 0.001},Adam,512.0,6.0,5.0,0.0,ReLU,32.0,64.0,DANetModel,0.5614543557167053,0.5614543557167053,0.7288135886192322,0.7543859481811523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,{'weight_decay': 0.01},Adam,256.0,4.0,5.0,0.1,ReLU,32.0,32.0,DANetModel,0.6525363326072693,0.6525363326072693,0.6440678238868713,0.5125313401222229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,{'weight_decay': 0.001},AdamW,128.0,6.0,3.0,0.2,LeakyReLU,64.0,16.0,DANetModel,0.6349655389785767,0.6349655389785767,0.6440678238868713,0.6077694296836853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,{'weight_decay': 0.01},Adam,128.0,8.0,3.0,0.0,LeakyReLU,64.0,16.0,DANetModel,0.6518967747688293,0.6518967747688293,0.6440678238868713,0.6102757453918457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,{'weight_decay': 0.001},Adam,512.0,8.0,7.0,0.1,ReLU,128.0,16.0,DANetModel,0.6395183205604553,0.6395183205604553,0.6440678238868713,0.6340852379798889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,{'weight_decay': 0.01},Adam,256.0,6.0,7.0,0.1,ReLU,64.0,16.0,DANetModel,0.6464444994926453,0.6464444994926453,0.6440678238868713,0.5814536809921265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,{'weight_decay': 0.001},Adam,128.0,8.0,3.0,0.2,GELU,128.0,64.0,DANetModel,0.6339205503463745,0.6339205503463745,0.6779661178588867,0.5964912176132202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,{'weight_decay': 0.001},Adam,128.0,8.0,3.0,0.1,ReLU,32.0,64.0,DANetModel,0.5916627049446106,0.5916627049446106,0.6779661178588867,0.7468671798706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,{'weight_decay': 0.01},Adam,256.0,6.0,5.0,0.0,GELU,64.0,64.0,DANetModel,0.6391207575798035,0.6391207575798035,0.6271186470985413,0.6503759622573853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,{'weight_decay': 0.01},Adam,128.0,6.0,5.0,0.1,LeakyReLU,128.0,64.0,DANetModel,0.6502520442008972,0.6502520442008972,0.6440678238868713,0.4849624037742615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,{'weight_decay': 0.001},AdamW,256.0,6.0,5.0,0.0,ReLU,64.0,16.0,DANetModel,0.6431406736373901,0.6431406736373901,0.6440678238868713,0.5939849615097046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,{'weight_decay': 0.01},Adam,512.0,4.0,5.0,0.2,ReLU,32.0,64.0,DANetModel,0.6466959714889526,0.6466959714889526,0.6440678238868713,0.5526316165924072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,{'weight_decay': 0.01},Adam,256.0,6.0,5.0,0.0,LeakyReLU,32.0,64.0,DANetModel,0.6451716423034668,0.6451716423034668,0.6440678238868713,0.5651628971099854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,{'weight_decay': 0.001},AdamW,512.0,4.0,5.0,0.1,GELU,64.0,16.0,DANetModel,0.6542479395866394,0.6542479395866394,0.6440678238868713,0.4523809254169464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,{'weight_decay': 0.001},AdamW,128.0,8.0,7.0,0.2,ReLU,32.0,64.0,DANetModel,0.6207094788551331,0.6207094788551331,0.6610169410705566,0.6491228342056274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,{'weight_decay': 0.001},AdamW,128.0,4.0,5.0,0.0,ReLU,32.0,32.0,DANetModel,0.6522101759910583,0.6522101759910583,0.6271186470985413,0.5488722324371338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,{'weight_decay': 0.01},Adam,128.0,8.0,5.0,0.2,GELU,32.0,64.0,DANetModel,0.5901833772659302,0.5901833772659302,0.694915235042572,0.695488691329956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,{'weight_decay': 0.01},AdamW,256.0,4.0,3.0,0.0,GELU,32.0,64.0,DANetModel,0.6423705816268921,0.6423705816268921,0.6440678238868713,0.6779448986053467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,{'weight_decay': 0.01},AdamW,128.0,4.0,7.0,0.0,ReLU,64.0,16.0,DANetModel,0.6518163084983826,0.6518163084983826,0.6440678238868713,0.5100250840187073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,{'weight_decay': 0.01},Adam,512.0,6.0,3.0,0.2,ReLU,32.0,64.0,DANetModel,0.6492048501968384,0.6492048501968384,0.6440678238868713,0.5764410495758057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,{'weight_decay': 0.001},Adam,256.0,6.0,3.0,0.0,ReLU,32.0,32.0,DANetModel,0.6505019664764404,0.6505019664764404,0.6271186470985413,0.548872172832489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,{'weight_decay': 0.01},AdamW,128.0,8.0,3.0,0.1,GELU,128.0,16.0,DANetModel,0.5816831588745117,0.5816831588745117,0.7627118825912476,0.7857142686843872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,{'weight_decay': 0.01},AdamW,128.0,8.0,7.0,0.2,LeakyReLU,128.0,64.0,DANetModel,0.6357256770133972,0.6357256770133972,0.6610169410705566,0.6679197549819946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,{'weight_decay': 0.01},Adam,256.0,8.0,7.0,0.2,GELU,32.0,32.0,DANetModel,0.646988570690155,0.646988570690155,0.6440678238868713,0.6140351295471191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,{'weight_decay': 0.01},AdamW,128.0,4.0,3.0,0.2,GELU,32.0,32.0,DANetModel,0.6542252898216248,0.6542252898216248,0.6440678238868713,0.4874686598777771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,{'weight_decay': 0.01},Adam,512.0,6.0,5.0,0.0,LeakyReLU,32.0,32.0,DANetModel,0.6360989212989807,0.6360989212989807,0.6440678238868713,0.6340851783752441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,{'weight_decay': 0.001},Adam,256.0,4.0,5.0,0.0,ReLU,32.0,64.0,DANetModel,0.6017203330993652,0.6017203330993652,0.6440678238868713,0.6917293071746826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,{'weight_decay': 0.001},AdamW,128.0,4.0,5.0,0.2,ReLU,128.0,16.0,DANetModel,0.5918564200401306,0.5918564200401306,0.6610169410705566,0.7117794752120972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,{'weight_decay': 0.01},Adam,512.0,4.0,3.0,0.2,GELU,64.0,16.0,DANetModel,0.6722633838653564,0.6722633838653564,0.6440678238868713,0.4674185514450073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,{'weight_decay': 0.001},Adam,128.0,4.0,5.0,0.0,ReLU,32.0,16.0,DANetModel,0.6272154450416565,0.6272154450416565,0.7118644118309021,0.6679197549819946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,{'weight_decay': 0.001},Adam,512.0,8.0,7.0,0.0,LeakyReLU,32.0,16.0,DANetModel,0.6980377435684204,0.6980377435684204,0.4406779706478119,0.4273183047771454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,{'weight_decay': 0.001},Adam,128.0,6.0,3.0,0.0,ReLU,32.0,64.0,DANetModel,0.645588219165802,0.645588219165802,0.6440678238868713,0.5927318930625916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,{'weight_decay': 0.001},Adam,512.0,8.0,3.0,0.0,LeakyReLU,128.0,16.0,DANetModel,0.6254222393035889,0.6254222393035889,0.6610169410705566,0.6704260110855103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,{'weight_decay': 0.001},Adam,512.0,4.0,3.0,0.0,GELU,32.0,64.0,DANetModel,0.6463264226913452,0.6463264226913452,0.6440678238868713,0.5563910007476807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,{'weight_decay': 0.01},AdamW,128.0,8.0,5.0,0.1,ReLU,64.0,32.0,DANetModel,0.6304624080657959,0.6304624080657959,0.6440678238868713,0.6553884744644165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,{'weight_decay': 0.001},Adam,256.0,4.0,7.0,0.2,GELU,32.0,32.0,DANetModel,0.6405693292617798,0.6405693292617798,0.6440678238868713,0.6265664100646973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,{'weight_decay': 0.001},Adam,512.0,6.0,5.0,0.0,GELU,32.0,32.0,DANetModel,0.616847813129425,0.616847813129425,0.6779661178588867,0.6716792583465576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,{'weight_decay': 0.001},Adam,512.0,8.0,5.0,0.1,ReLU,128.0,64.0,DANetModel,0.6483503580093384,0.6483503580093384,0.6440678238868713,0.5964912176132202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
